stock_type,name,variant_name,karat_color,stock_code,location_name,dept,party,vendor_party,owner_party,pcs,total_weight,net_weight,pg_weight,metal_rate,bom_variant_name,stone_pcs,stone_weight,stone_rate,stock_value,labour_value,wastage
COMPANY STOCK,INTCHNREGREG-7,INTCHNREGREG-7-1,"22KT,YELLOW",SCHN11314,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Royal Chains Pvt Ltd,,1,23.12,23.12,21.27,0,,0,0,0,0,0,27
,,,,,,FG-BHSHW,,,,0,0,0,0,182.79,AG-22KT-YELLOW,0,23.12,0,63811.2,,
COMPANY STOCK,MCNCHNREGREG-16,MCNCHNREGREG-16-1,"22KT,YELLOW",CHN75213,PMJ&GEMS-B-C-BANJARA HILLS-SHOWROOM,FG-BHSHW,,Chains Corner Jewellery (I) PLtd,,1,35.71,35.71,32.853,0,,0,0,0,0,0,15
,,,,,,FG-BHSHW,,,,0,0,0,0,118.35,AG-22KT-YELLOW,0,35.71,0,107820.27,,
OWNER STOCK,SDKBRCROUREG-69,SDKBRCROUREG-69-1,"22KT,YELLOW",SBRC36820,Rajahmundry Mobile Marketing,FINISHED GOODS-APRMM,,M/s.SRI SAINATH JEWELLERS,M/s.SRI SAINATH JEWELLERS,1,30.475,30.475,28.037,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-APRMM,,,,0,0,0,0,136.28,AG-22KT-YELLOW,0,30.475,0,0,,
COMPANY STOCK,CBTCHNREGREG-900,CBTCHNREGREG-900-1,"22KT,YELLOW",SCHN80192,Gudivada Mobile Marketing,FINISHED GOODS-GDVDMM,,SANDEEP (D),,1,8.095,8.095,7.447,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-GDVDMM,,,,0,0,0,0,522.06,AG-22KT-YELLOW,0,8.095,0,15112.2,,
COMPANY STOCK,MCNBNGS01REG-319,MCNBNGS01REG-319-1,"22KT,YELLOW",SBNG8022,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,Aarpee Bangles,,1,14.83,14.83,13.644,0,,0,0,0,0,0,15
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,280.06,AG-22KT-YELLOW,0,14.83,0,40930.8,,
COMPANY STOCK,FCYMSRREGREG-65,FCYMSRREGREG-65-1,"22KT,YELLOW",SMSR70553,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Sri Raj Jewels,,1,17.8,16.82,15.474,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,255.59,AG-22KT-YELLOW,0,16.82,0,46423.2,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,0,BLBMIXMIXMIXMIX,280,4.9,20.41,49,,
COMPANY STOCK,FCYCHNREGREG-182,FCYCHNREGREG-182-1,"22KT,YELLOW",SCHN86301,Miryalaguda Mobile Marketing,FINISHED GOODS-TLMMM,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,8,8,7.36,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-TLMMM,,,,0,0,0,0,528.26,AG-22KT-YELLOW,0,8,0,21787.65,,
COMPANY STOCK,PLGBNGS01REG-19,PLGBNGS01REG-19-1,"22KT,YELLOW",CBNG81720,Miryalaguda Mobile Marketing,FINISHED GOODS-TLMMM,,SRIKANTA GHOSH (90),,1,29.97,29.97,27.572,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-TLMMM,,,,0,0,0,0,143.44,AG-22KT-YELLOW,0,29.97,0,90860.51,,
COMPANY STOCK,FCYCHNREGREG-169,FCYCHNREGREG-169-1,"22KT,YELLOW",SCHN86298,Miryalaguda Mobile Marketing,FINISHED GOODS-TLMMM,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,9.86,9.86,9.071,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-TLMMM,,,,0,0,0,0,428.61,AG-22KT-YELLOW,0,9.86,0,26853.28,,
COMPANY STOCK,CBTCHNREGREG-1033,CBTCHNREGREG-1033-1,"22KT,YELLOW",SCHN90347,Miryalaguda Mobile Marketing,FINISHED GOODS-TLMMM,,DIVIJA JEWELS,,1,25.24,25.24,23.221,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-TLMMM,,,,0,0,0,0,167.44,AG-22KT-YELLOW,0,25.24,0,71630.71,,
COMPANY STOCK,CBTCHNREGREG-305,CBTCHNREGREG-305-1,"22KT,YELLOW",SCHN14436,Miryalaguda Mobile Marketing,FINISHED GOODS-TLMMM,,GUPTA GOLD,,1,23.971,23.971,22.053,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-TLMMM,,,,0,0,0,0,176.3,AG-22KT-YELLOW,0,23.971,0,66159.96,,
COMPANY STOCK,CBTCHNREGREG-343,CBTCHNREGREG-343-1,"22KT,YELLOW",SCHN12712,Miryalaguda Mobile Marketing,FINISHED GOODS-TLMMM,,MACALUCKSHMI JEWELLERS,,1,37.485,37.485,34.486,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-TLMMM,,,,0,0,0,0,112.74,AG-22KT-YELLOW,0,37.485,0,103458.6,,
COMPANY STOCK,CBTCHNREGREG-960,CBTCHNREGREG-960-1,"22KT,YELLOW",SCHN85325,Miryalaguda Mobile Marketing,FINISHED GOODS-TLMMM,,Kanan (K),,1,28.19,28.19,25.935,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-TLMMM,,,,0,0,0,0,149.92,AG-22KT-YELLOW,0,28.19,0,78968.16,,
COMPANY STOCK,CBTCHNREGREG-440,CBTCHNREGREG-440-1,"22KT,YELLOW",SCHN15136,Miryalaguda Mobile Marketing,FINISHED GOODS-TLMMM,,MACALUCKSHMI JEWELLERS,,1,33.595,33.595,30.907,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-TLMMM,,,,0,0,0,0,123.63,AG-22KT-YELLOW,0,33.595,0,105687.35,,
COMPANY STOCK,CBTCHNREGREG-851,CBTCHNREGREG-851-1,"22KT,YELLOW",SCHN80132,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DIVIJA JEWELS,,1,39.765,39.765,36.584,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,104.44,AG-22KT-YELLOW,0,39.765,0,40.85,,
COMPANY STOCK,CBTCHNREGREG-885,CBTCHNREGREG-885-1,"22KT,YELLOW",SCHN80120,Shimoga Mobile Marketing,FINISHED GOODS-AKPMM,,DIVIJA JEWELS,,1,20.01,20.01,18.409,0,,0,0,0,0,0,16
,,,,,,FINISHED GOODS-AKPMM,,,,0,0,0,0,207.56,AG-22KT-YELLOW,0,20.01,0,20.55,,
COMPANY STOCK,MCNBNGS04REG-904,MCNBNGS04REG-904-1,"22KT,YELLOW",[MISC-CODE]BNG77632,Tirupathi Mobile Marketing,FINISHED GOODS-APTMM,,Aarpee Bangles,,1,50.21,50.21,46.193,0,,0,0,0,0,0,16
,,,,,,FINISHED GOODS-APTMM,,,,0,0,0,0,339.04,AG-22KT-YELLOW,0,12.465,0,34403.4,,
,,,,,,FINISHED GOODS-APTMM,,,,0,0,0,0,338.63,AG-22KT-YELLOW,0,12.48,0,34444.8,,
,,,,,,FINISHED GOODS-APTMM,,,,0,0,0,0,342.61,AG-22KT-YELLOW,0,12.335,0,34044.6,,
,,,,,,FINISHED GOODS-APTMM,,,,0,0,0,0,326.85,AG-22KT-YELLOW,0,12.93,0,35686.8,,
COMPANY STOCK,MCNBNGS04REG-667,MCNBNGS04REG-667-1,"22KT,YELLOW",SBNG38842,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,50.98,50.98,46.902,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,77.18,AG-22KT-YELLOW,0,50.98,0,168234,,
COMPANY STOCK,MCNBNGS04REG-69,MCNBNGS04REG-69-1,"22KT,YELLOW",SBNG63317,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,M/s.SRI SAINATH JEWELLERS,,1,51.02,51.02,46.938,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,321.96,AG-22KT-YELLOW,0,12.9,0,35604,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,322.96,AG-22KT-YELLOW,0,12.86,0,35493.6,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,331.46,AG-22KT-YELLOW,0,12.53,0,34582.8,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,326.26,AG-22KT-YELLOW,0,12.73,0,35134.8,,
COMPANY STOCK,MCNBNGS04REG-483,MCNBNGS04REG-483-1,"22KT,YELLOW",SBNG63320,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,M/s.SRI SAINATH JEWELLERS,,1,49.902,49.902,45.91,0,,0,0,0,0,0,16
,,,,,,FG-VIJSHW,,,,0,0,0,0,336.24,AG-22KT-YELLOW,0,12.352,0,34091.52,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,335.75,AG-22KT-YELLOW,0,12.37,0,34141.2,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,336.02,AG-22KT-YELLOW,0,12.36,0,34113.6,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,323.97,AG-22KT-YELLOW,0,12.82,0,35383.2,,
OWNER STOCK,MCNBNGS02REG-821,MCNBNGS02REG-821-1,"22KT,YELLOW",SBNG69160,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,Aarpee Bangles,1,45.562,45.562,41.917,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,86.36,AG-22KT-YELLOW,0,45.562,0,0,,
COMPANY STOCK,MCNBNGS04REG-665,MCNBNGS04REG-665-1,"22KT,YELLOW",SBNG38851,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,47.268,47.268,43.487,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,87.87,AG-22KT-YELLOW,0,47.268,0,155984.4,,
COMPANY STOCK,MCNACSBCNREG-5,MCNACSBCNREG-5-1,"22KT,YELLOW",SITM78311,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Sanjay Samanta ( Repair Account ),,1,29.76,29.76,27.379,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,142.01,AG-22KT-YELLOW,0,29.76,0,85831.32,,
COMPANY STOCK,RJTCHNREGREG-185,RJTCHNREGREG-185-1,"22KT,YELLOW",SCHN92453,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,IN HOUSE (164),,1,19.74,19.74,18.161,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,217.78,AG-22KT-YELLOW,0,19.74,0,9.87,,
COMPANY STOCK,RJTCHNREGREG-127,RJTCHNREGREG-127-1,"22KT,YELLOW",SCHN81476,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,22.046,22.046,20.282,0,,0,0,0,0,0,27
,,,,,,Distribution Location,,,,0,0,0,0,195,AG-22KT-YELLOW,0,22.046,0,67824.08,,
COMPANY STOCK,FCYCHNREGREG-126,FCYCHNREGREG-126-1,"22KT,YELLOW",SCHN15225,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,ARHAM JEWELLERS,,1,9.83,9.83,9.044,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,437.33,AG-22KT-YELLOW,0,9.83,0,32439,,
COMPANY STOCK,FCYCHNREGREG-103,FCYCHNREGREG-103-1,"22KT,YELLOW",SCHN15146,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,ARHAM JEWELLERS,,1,9.24,9.24,8.501,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,465.26,AG-22KT-YELLOW,0,9.24,0,30492,,
OWNER STOCK,MCNBNGS04REG-888,MCNBNGS04REG-888-1,"22KT,YELLOW",SBNG56144,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,M/s.SRI SAINATH JEWELLERS,M/s.SRI SAINATH JEWELLERS,1,40.41,40.41,37.177,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,102.78,AG-22KT-YELLOW,0,40.41,0,0,,
COMPANY STOCK,CSTBRCLSEREG-7,CSTBRCLSEREG-7-1,"22KT,YELLOW",SBRC74928,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Chains Corner Jewellery (I) PLtd,,1,8.874,8.874,8.164,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,476.24,AG-22KT-YELLOW,0,8.874,0,28396.79,,
COMPANY STOCK,MCNBNGS04REG-494,MCNBNGS04REG-494-1,"22KT,YELLOW",SBNG10484,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,JAIGURU GANESH JEWELLERS AND MANUFACTURERS,,1,49.05,49.05,45.126,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,83.19,AG-22KT-YELLOW,0,49.05,0,135378,,
COMPANY STOCK,MCNBNGS04REG-324,MCNBNGS04REG-324-1,"22KT,YELLOW",SBNG8041,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,PMJ GEMS & JEWELLERS,,1,45.48,45.48,41.842,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,91.32,AG-22KT-YELLOW,0,45.48,0,125524.8,,
COMPANY STOCK,MCNBNGS04REG-134,MCNBNGS04REG-134-1,"22KT,YELLOW",SBNG7564,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,M/s.SRI SAINATH JEWELLERS,,1,56.4,56.4,51.888,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,73.64,AG-22KT-YELLOW,0,56.4,0,155664,,
COMPANY STOCK,MCNBNGS04REG-904,MCNBNGS04REG-904-1,"22KT,YELLOW",[MISC-CODE]BNG77605,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,Aarpee Bangles,,1,50.81,50.81,46.745,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,331.86,AG-22KT-YELLOW,0,12.515,0,34541.4,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,316.68,AG-22KT-YELLOW,0,13.115,0,36197.4,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,332.39,AG-22KT-YELLOW,0,12.495,0,34486.2,,
,,,,,,FG-HIMSHW,,,,0,0,0,0,327.41,AG-22KT-YELLOW,0,12.685,0,35010.6,,
COMPANY STOCK,CBTCHNREGREG-847,CBTCHNREGREG-847-1,"22KT,YELLOW",SCHN80125,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,DIVIJA JEWELS,,1,20.475,20.475,18.837,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,202.84,AG-22KT-YELLOW,0,20.475,0,21.03,,
COMPANY STOCK,FCYCHNREGREG-32,FCYCHNREGREG-32-1,"22KT,YELLOW",SCHN3302,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,SADHANA GOLD,,1,7.663,7.663,7.05,0,,0,0,0,0,0,18
,,,,,,FG-HIMSHW,,,,0,0,0,0,561,AG-22KT-YELLOW,0,7.663,0,21149.88,,
COMPANY STOCK,MCNCHNREGREG-772,MCNCHNREGREG-772-1,"22KT,YELLOW",SCHN67827,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,I.K.JEWELLERS,,1,16.19,16.19,14.895,0,,0,0,0,0,0,18
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,256.53,AG-22KT-YELLOW,0,16.19,0,51727.05,,
COMPANY STOCK,CBTCHNREGREG-857,CBTCHNREGREG-857-1,"22KT,YELLOW",SCHN80111,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,DIVIJA JEWELS,,1,8.05,8.05,7.406,0,,0,0,0,0,0,18
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,524.98,AG-22KT-YELLOW,0,8.05,0,8.36,,
COMPANY STOCK,ITLCHNREGROD-3,FCYCHNREGROD-3-1,"22KT,YELLOW",SCHN74731,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,BLR-PRODUCTION,,RITIKA CHAINS,,1,16.995,16.995,15.635,0,,0,0,0,0,0,15
,,,,,,BLR-PRODUCTION,,,,0,0,0,0,252.96,AG-22KT-YELLOW,0,16.995,0,2358.52,,
COMPANY STOCK,MCNBNGS08ROD-132,MCNBNGS08ROD-132-1,"22KT,YELLOW",SBNG9137,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,M/s.SRI SAINATH JEWELLERS,,1,62.74,62.74,57.721,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,67.36,AG-22KT-YELLOW,0,62.74,0,173162.4,,
COMPANY STOCK,RJTCHNREGREG-138,RJTCHNREGREG-138-1,"22KT,YELLOW",SCHN81464,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Pareshbhai Mahendrabhai Jewellers Pvt Ltd,,1,9.539,9.539,8.776,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,450.67,AG-22KT-YELLOW,0,9.539,0,29346.54,,
COMPANY STOCK,REGMALREGREG-309,REGMALREGREG-309-1,"14,YELLOW",SMAL11335,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,104.821,0.001,0.001,0,,0,0,0,0,0,27
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,DORMIXMIXMIX,1,16.1,0,161,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,508,0.25,35560,,
COMPANY STOCK,CBTCHNREGREG-937,CBTCHNREGREG-937-1,"22KT,YELLOW",SCHN84835,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,GUPTA GOLD,,1,16.47,16.47,15.152,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,256.59,AG-22KT-YELLOW,0,16.47,0,53619.58,,
COMPANY STOCK,CBTCHNREGREG-842,CBTCHNREGREG-842-1,"22KT,YELLOW",SCHN80116,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,DIVIJA JEWELS,,1,23.925,23.925,22.011,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,176.64,AG-22KT-YELLOW,0,23.925,0,24.84,,
COMPANY STOCK,MCNBNGS02REG-578,MCNBNGS08REG-578-1,"22KT,YELLOW",CBNG74324,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Anmol Jewellers,,1,71.63,71.63,65.9,0,,0,0,0,0,0,15
,,,,,,FG-VIJSHW,,,,0,0,0,0,59,AG-22KT-YELLOW,0,71.63,0,218543.13,,
OWNER STOCK,MCNBNGS04REG-620,MCNBNGS04REG-620-1,"22KT,YELLOW",SBNG36811,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,M/s.SRI SAINATH JEWELLERS,M/s.SRI SAINATH JEWELLERS,1,42.75,42.75,39.33,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,98.86,AG-22KT-YELLOW,0,42.75,0,0,,
OWNER STOCK,MCNBNGS04REG-817,MCNBNGS04REG-817-1,"22KT,YELLOW",SBNG69252,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Aarpee Bangles,Aarpee Bangles,1,52.803,52.803,48.579,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,80.04,AG-22KT-YELLOW,0,52.803,0,0,,
COMPANY STOCK,MCNBNGS02REG-331,MCNBNGS02REG-331-1,"22KT,YELLOW",SBNG63298,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,M/s.SRI SAINATH JEWELLERS,,1,50.03,50.03,46.028,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,168.37,AG-22KT-YELLOW,0,25.1,0,69276,,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,169.52,AG-22KT-YELLOW,0,24.93,0,68806.8,,
COMPANY STOCK,MCNBNGS04REG-67,MCNBNGS04REG-67-1,"22KT,YELLOW",SBNG63684,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,Aarpee Bangles,,1,50.73,50.73,46.672,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,324.35,AG-22KT-YELLOW,0,12.805,0,35341.8,,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,337.39,AG-22KT-YELLOW,0,12.31,0,33975.6,,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,321.96,AG-22KT-YELLOW,0,12.9,0,35604,,
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,326.64,AG-22KT-YELLOW,0,12.715,0,35093.4,,
COMPANY STOCK,MCNBNGS12REG-1004,MCNBNGS12REG-1004-1,"22KT,YELLOW",SBNG91805,PMJ&GEMS-B-C-BANGALORE-SHOWROOM,FINISHED GOODS-BLRSHW,,,,1,37.35,37.35,34.362,0,,0,0,0,0,0,14
,,,,,,FINISHED GOODS-BLRSHW,,,,0,0,0,0,111.2,AG-22KT-YELLOW,0,37.35,0,157030.27,,
COMPANY STOCK,CBTCHNREGREG-1031,CBTCHNREGREG-1031-1,"22KT,YELLOW",SCHN90351,PMJ&GEMS-B-C-Vizag-SHOWROOM,FINISHED GOODS-VTZSHW,,DIVIJA JEWELS,,1,10,10,9.2,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VTZSHW,,,,0,0,0,0,422.61,AG-22KT-YELLOW,0,10,0,28379.84,,
COMPANY STOCK,MCNCHNREGREG-801,MCNCHNREGREG-801-1,"22KT,YELLOW",SCHN80281,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,SANDEEP (D),,1,11.13,11.13,10.24,0,,0,0,0,0,0,27
,,,,,,Distribution Location,,,,0,0,0,0,373.16,AG-22KT-YELLOW,0,11.13,0,11.43,,
COMPANY STOCK,REGMALREGREG-360,REGMALREGREG-360-1,"18,YELLOW",SMAL9989,PMJ&GEMS-B-C-BANJARA HILLS-HO,DIA STOCK REPAIR,,M/S NATIONAL FACETS,,1,23.28,1.75,1.33,0,,0,0,0,0,0,27
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,2029.33,AG-18-YELLOW,0,1.75,0,4914.94,,
,,,,,,DIA STOCK REPAIR,,,,0,0,0,0,0,BEAMIXMIXMIXMIX,1,107.65,1.58,7535.5,,
COMPANY STOCK,OPNRNGLDSFDI-1074,OPNRNGLDSFDI-1074-1,"18,YELLOW",SRNG19150,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,SUPERGEMS JEWELLERY MFG PVT LTD (97),,1,1.92,1.878,1.427,0,,0,0,0,0,0,27
,,,,,,Distribution Location,,,,0,0,0,0,0,DIARNDMIXEFMIX,1,0.21,500000,15431.85,,
,,,,,,Distribution Location,,,,0,0,0,0,1842.94,AG-18-YELLOW,0,1.878,0,5416.53,,
COMPANY STOCK,REGMALREGREG-164,REGMALREGREG-164-1,"14,YELLOW",SMAL7379,PMJ&GEMS-B-C-BANJARA HILLS-HO,Distribution Location,,M/S NATIONAL FACETS,,1,275.701,0.001,0.001,0,,0,0,0,0,0,15
,,,,,,Distribution Location,,,,0,0,0,0,2364000,AG-14-YELLOW,0,0.001,0,1.8,,
,,,,,,Distribution Location,,,,0,0,0,0,0,EMBMIXMIXGREENMIX,1,1352,0.07,94640,,
,,,,,,Distribution Location,,,,0,0,0,0,0,DORMIXMIXMIX,1,26.5,0,265,,
COMPANY STOCK,FCYCHNREGREG-150,FCYCHNREGREG-150-1,"22KT,YELLOW",SCHN30280,Vizianagaram Mobile Marketing,FINISHED GOODS-VJGRMM,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,11.153,11.153,10.261,0,,0,0,0,0,0,18
,,,,,,FINISHED GOODS-VJGRMM,,,,0,0,0,0,385.45,AG-22KT-YELLOW,0,11.153,0,39391.23,,
COMPANY STOCK,CSTRNGGNTGOD-23,CSTRNGGNTGOD-23-1,"22KT,YELLOW",SRNG62889,PMJ&GEMS-B-C-HIMAYATHNAGAR-SHOWROOM,FG-HIMSHW,,TANISH GOLD,,1,6.77,6.77,6.228,0,,0,0,0,0,0,27
,,,,,,FG-HIMSHW,,,,0,0,0,0,656.53,AG-22KT-YELLOW,0,6.77,0,18685.2,,
COMPANY STOCK,MCNBNGS06REG-663,MCNBNGS04REG-663-1,"22KT,YELLOW",SBNG65906,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,63.967,63.967,58.85,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,745.35,AG-22KT-YELLOW,0,5.67,0,18711,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,411.54,AG-22KT-YELLOW,0,10.269,0,33887.7,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,87.99,AG-22KT-YELLOW,0,48.028,0,158492.4,,
COMPANY STOCK,MCNBNGS04REG-164,MCNBNGS04REG-164-1,"22KT,YELLOW",SBNG63672,PMJ&GEMS-B-C-VIJAYAWADA-SHOWROOM,FG-VIJSHW,,Aarpee Bangles,,1,50.2,50.2,46.184,0,,0,0,0,0,0,18
,,,,,,FG-VIJSHW,,,,0,0,0,0,324.09,AG-22KT-YELLOW,0,12.815,0,35369.4,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,326.38,AG-22KT-YELLOW,0,12.725,0,35121,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,329.23,AG-22KT-YELLOW,0,12.615,0,34817.4,,
,,,,,,FG-VIJSHW,,,,0,0,0,0,344.81,AG-22KT-YELLOW,0,12.045,0,33244.2,,
COMPANY STOCK,CBTCHNREGREG-976,CBTCHNREGREG-976-1,"22KT,YELLOW",SCHN85324,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,Kanan (K),,1,19.39,19.39,17.839,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,217.95,AG-22KT-YELLOW,0,19.39,0,54316.87,,
COMPANY STOCK,MCNCHNREGREG-626,MCNCHNREGREG-626-1,"22KT,YELLOW",SCHN63849,Kurnool Mobile Marketing,FINISHED GOODS-APKUMM,,Swarnshilp Chains & Jewellers Pvt. Ltd,,1,5.47,5.47,5.032,0,,0,0,0,0,0,27
,,,,,,FINISHED GOODS-APKUMM,,,,0,0,0,0,759.28,AG-22KT-YELLOW,0,5.47,0,15650.43,,
